Id,Name,Year,Gender
1087,Ryan,2010,M
1088,Gavin,2010,M
1089,Zane,2010,M
1090,Lucas,2010,M
1091,Nicholas,2010,M
1092,Eric,2010,M
1093,Braydon,2010,M
1094,Henry,2010,M
1095,Samuel,2010,M
1096,Cooper,2010,M
1097,Peter,2010,M
1098,Zachariah,2010,M
1099,Kyler,2010,M
1100,Brian,2010,M
1101,Zachariah,2010,M
1102,Henry,2010,M
1103,Roy,2010,M
1104,Forrest,2010,M
1105,Xzavier,2010,M
1106,Isaac,2010,M
1107,Ryan,2010,M
1108,Xander,2010,M
1109,Owen,2010,M
1110,George,2010,M
1111,Wesley,2010,M
1112,Isaac,2010,M
1113,Travis,2010,M
1114,Nicholas,2010,M
1115,Vincent,2010,M
1116,George,2010,M
1117,Gavin,2010,M
1118,Yordy,2010,M
1119,Gavin,2010,M
1120,George,2010,M
1121,Xzavier,2010,M
1122,Spancer,2010,M
1123,Tanner,2010,M
1124,Joseph,2010,M
1125,Yordy,2010,M
1126,Landon,2010,M
1127,Vincent,2010,M
1128,Roy,2010,M
1129,Oliver,2010,M
1130,Aidon,2010,M
1131,Xander,2010,M
1132,David,2010,M
1133,Aidon,2010,M
1134,Xzavier,2010,M
1135,Zachariah,2010,M
1136,Peter,2010,M
1137,Isaac,2010,M
1138,Nicholas,2010,M
1139,Zachariah,2010,M
1140,Brian,2010,M
1141,David,2010,M
1142,Justin,2010,M
1143,Van,2010,M
1144,Mark,2010,M
1145,Kai,2010,M
1146,Spancer,2010,M
1147,Justin,2010,M
1148,Uriel,2010,M
1149,Gavin,2010,M
1150,Ian,2010,M
1151,Aidon,2010,M
1152,Ulises,2010,M
1153,Mark,2010,M
1154,Chris,2010,M
1155,Xander,2010,M
1156,Hayden,2010,M
1157,Eric,2010,M
1158,Yahir,2010,M
1159,Peter,2010,M
1160,Ulises,2010,M
1161,Owen,2010,M
1162,Quentin,2010,M
1163,William,2010,M
1164,Aidon,2010,M
1165,Ethan,2010,M
1166,Roy,2010,M
1167,Chris,2010,M
1168,Ian,2010,M
1169,Zachariah,2010,M
1170,Ulises,2010,M
1171,Uriel,2010,M
1172,Zane,2010,M
1173,Patrick,2010,M
1174,Van,2010,M
1175,Isaac,2010,M
1176,Landon,2010,M
1177,Frank,2010,M
1178,Yahir,2010,M
1179,Austin,2010,M
1180,Spancer,2010,M
1181,Chris,2010,M
1182,Nathan,2010,M
1183,Mason,2010,M
1184,Tanner,2010,M
1185,Chris,2010,M
1186,Xander,2010,M
1187,Braydon,2010,M
1188,Justin,2010,M
1189,Tanner,2010,M
1190,Kyler,2010,M
1191,Nathan,2010,M
1192,Joseph,2010,M
1193,Domingo,2010,M
1194,Austin,2010,M
1195,William,2010,M
1196,Henry,2010,M
1197,Quentin,2010,M
1198,Mark,2010,M
1199,Xzavier,2010,M
1200,Isaac,2010,M
1201,Peter,2010,M
1202,Lucas,2010,M
1203,Isaac,2010,M
1204,Mark,2010,M
1205,Nathan,2010,M
1206,Ian,2010,M
1207,Yahir,2010,M
1208,Xzavier,2010,M
1209,Quentin,2010,M
1210,William,2010,M
1211,David,2010,M
1212,Patrick,2010,M
1213,Joseph,2010,M
1214,Patrick,2010,M
1215,Vincent,2010,M
1216,Ryan,2010,M
1217,Uriel,2010,M
1218,Frank,2010,M
1219,Quentin,2010,M
1220,Domingo,2010,M
1221,Gavin,2010,M
1222,Justin,2010,M
1223,Nicholas,2010,M
1224,Peter,2010,M
1225,Nathan,2010,M
1226,Ian,2010,M
1227,Braydon,2010,M
1228,Samuel,2010,M
1229,Kai,2010,M
1230,Uriel,2010,M
1231,Kyler,2010,M
1232,Quincy,2010,M
1233,Tanner,2010,M
1234,Landon,2010,M
1235,Yahir,2010,M
1236,Quincy,2010,M
1237,Zachariah,2010,M
1238,Wesley,2010,M
1239,Chris,2010,M
1240,Nicholas,2010,M
1241,Austin,2010,M
1242,Nicholas,2010,M
1243,Quincy,2010,M
1244,Roy,2010,M
1245,Gavin,2010,M
1246,Mark,2010,M
1247,Ethan,2010,M
1248,Mark,2010,M
1249,Hayden,2010,M
1250,Quincy,2010,M
1251,Landon,2010,M
1252,Yordy,2010,M
1253,Yordy,2010,M
1254,Brian,2010,M
1255,Frank,2010,M
1256,Nicholas,2010,M
1257,Hayden,2010,M
1258,Gavin,2010,M
1259,George,2010,M
1260,Ethan,2010,M
1261,Austin,2010,M
1262,Forrest,2010,M
1263,Owen,2010,M
1264,Travis,2010,M
1265,Yordy,2010,M
1266,Domingo,2010,M
1267,Yahir,2010,M
1268,Aidon,2010,M
1269,Isaac,2010,M
1270,Forrest,2010,M
1271,Peter,2010,M
1272,Travis,2010,M
1273,Brian,2010,M
1274,Ethan,2010,M
1275,Ryan,2010,M
1276,Isaac,2010,M
1277,Henry,2010,M
1278,Joseph,2010,M
1279,Braydon,2010,M
1280,Landon,2010,M
1281,Gavin,2011,M
1282,Kai,2011,M
1283,Chris,2011,M
1284,Roy,2011,M
1285,Zachariah,2011,M
1286,Vincent,2011,M
1287,David,2011,M
1288,Brian,2011,M
1289,Patrick,2011,M
1290,Wesley,2011,M
1291,Travis,2011,M
1292,Joseph,2011,M
1293,Forrest,2011,M
1294,Wesley,2011,M
1295,Mark,2011,M
1296,Xander,2011,M
1297,Xander,2011,M
1298,David,2011,M
1299,Ulises,2011,M
1300,Landon,2011,M
1301,Quincy,2011,M
1302,Uriel,2011,M
1303,Xander,2011,M
1304,Zane,2011,M
1305,Isaac,2011,M
1306,Peter,2011,M
1307,Ian,2011,M
1308,Justin,2011,M
1309,Zane,2011,M
1310,Brian,2011,M
1311,Gavin,2011,M
1312,Chris,2011,M
1313,George,2011,M
1314,Gavin,2011,M
1315,Aidon,2011,M
1316,Landon,2011,M
1317,Samuel,2011,M
1318,William,2011,M
1319,Roy,2011,M
1320,William,2011,M
1321,Nathan,2011,M
1322,Kai,2011,M
1323,Yordy,2011,M
1324,Zane,2011,M
1325,Aidon,2011,M
1326,David,2011,M
1327,Isaac,2011,M
1328,Mason,2011,M
1329,Lucas,2011,M
1330,Braydon,2011,M
1331,Eric,2011,M
1332,Quincy,2011,M
1333,Xander,2011,M
1334,Zane,2011,M
1335,Roy,2011,M
1336,Tanner,2011,M
1337,Vincent,2011,M
1338,Owen,2011,M
1339,Ethan,2011,M
1340,Austin,2011,M
1341,Ethan,2011,M
1342,Wesley,2011,M
1343,Tanner,2011,M
1344,Peter,2011,M
1345,Nicholas,2011,M
1346,Nathan,2011,M
1347,Zane,2011,M
1348,Xander,2011,M
1349,Aidon,2011,M
1350,Van,2011,M
1351,Zane,2011,M
1352,Zane,2011,M
1353,Cooper,2011,M
1354,Domingo,2011,M
1355,Cooper,2011,M
1356,Joseph,2011,M
1357,Brian,2011,M
1358,Braydon,2011,M
1359,Wesley,2011,M
1360,Nicholas,2011,M
1361,Zane,2011,M
1362,Vincent,2011,M
1363,Xander,2011,M
1364,Xander,2011,M
1365,Henry,2011,M
1366,Forrest,2011,M
1367,Ryan,2011,M
1368,Quentin,2011,M
1369,Frank,2011,M
1370,Brian,2011,M
1371,Uriel,2011,M
1372,Isaac,2011,M
1373,Cooper,2011,M
1374,Roy,2011,M
1375,Xander,2011,M
1376,Peter,2011,M
1377,Travis,2011,M
1378,Vincent,2011,M
1379,Gavin,2011,M
1380,Isaac,2011,M
1381,Chris,2011,M
1382,Zachariah,2011,M
1383,Quentin,2011,M
1384,Hayden,2011,M
1385,Patrick,2011,M
1386,Cooper,2011,M
1387,Aidon,2011,M
1388,Quentin,2011,M
1389,Mason,2011,M
1390,Roy,2011,M
1391,Lucas,2011,M
1392,Oliver,2011,M
1393,Owen,2011,M
1394,Quentin,2011,M
1395,Ryan,2011,M
1396,Hayden,2011,M
1397,Zachariah,2011,M
1398,Zachariah,2011,M
1399,Austin,2011,M
1400,Tanner,2011,M
1401,Roy,2011,M
1402,Cooper,2011,M
1403,Spancer,2011,M
1404,Aidon,2011,M
1405,Mason,2011,M
1406,Vincent,2011,M
1407,Cooper,2011,M
1408,Nathan,2011,M
1409,Nathan,2011,M
1410,Nicholas,2011,M
1411,Brian,2011,M
1412,Joseph,2011,M
1413,Quentin,2011,M
1414,Henry,2011,M
1415,Gavin,2011,M
1416,Brian,2011,M
1417,Quentin,2011,M
1418,Peter,2011,M
1419,Yahir,2011,M
1420,Patrick,2011,M
1421,Nathan,2011,M
1422,Ryan,2011,M
1423,Justin,2011,M
1424,Travis,2011,M
1425,Gavin,2011,M
1426,Quentin,2011,M
1427,Austin,2011,M
1428,Justin,2011,M
1429,Spancer,2011,M
1430,Ulises,2011,M
1431,Uriel,2011,M
1432,Yordy,2011,M
1433,Uriel,2011,M
1434,Aidon,2011,M
1435,Ethan,2011,M
1436,Xzavier,2011,M
1437,Roy,2011,M
1438,Lucas,2011,M
1439,Peter,2011,M
1440,Braydon,2011,M
1441,Justin,2011,M
1442,Owen,2011,M
1443,Mark,2011,M
1444,Van,2011,M
1445,George,2011,M
1446,Mark,2011,M
1447,Van,2011,M
1448,Zachariah,2011,M
1449,William,2011,M
1450,Nicholas,2011,M
1451,Nicholas,2011,M
1452,Lucas,2011,M
1453,Xander,2011,M
1454,Yahir,2011,M
1455,Owen,2011,M
1456,Peter,2011,M
1457,Van,2011,M
1458,Joseph,2011,M
1459,Joseph,2011,M
1460,Isaac,2011,M
1461,Travis,2011,M
1462,Ian,2011,M
1463,Zane,2011,M
1464,Justin,2011,M
1465,Zachariah,2011,M
1466,Spancer,2011,M
1467,Aidon,2011,M
1468,Nicholas,2011,M
1469,William,2011,M
1470,Yahir,2011,M
1471,Lucas,2011,M
1472,Quincy,2011,M
1473,Travis,2011,M
1474,Nicholas,2011,M
1475,Quincy,2011,M
1476,Wesley,2011,M
1477,Kyler,2011,M
1478,Patrick,2011,M
1479,Nathan,2011,M
1480,Vincent,2011,M
1481,Yordy,2011,M
1482,Nicholas,2011,M
1483,Xzavier,2011,M
1484,Brian,2011,M
1485,Spancer,2011,M
1486,Lucas,2011,M
1487,Domingo,2011,M
1488,Xzavier,2011,M
1489,Joseph,2011,M
1490,Kyler,2011,M
1491,Gavin,2011,M
1492,Roy,2011,M
1493,Quentin,2011,M
1494,Ian,2011,M
1495,Aidon,2011,M
1496,Oliver,2011,M
1497,Gavin,2011,M
1498,Van,2011,M
1499,Brian,2011,M
1500,Oliver,2011,M
1501,Isaac,2011,M
1502,Henry,2011,M
1503,Patrick,2011,M
1504,Aidon,2011,M
1505,Forrest,2011,M
1506,Nicholas,2011,M
1507,Braydon,2011,M
1508,Travis,2011,M
1509,Nicholas,2011,M
1510,Braydon,2011,M
1511,Quentin,2011,M
1512,William,2011,M
1513,Peter,2011,M
1514,Roy,2011,M
1515,Uriel,2011,M
1516,Eric,2011,M
1517,Travis,2011,M
1518,Spancer,2011,M
1519,Frank,2011,M
1520,Kai,2011,M
1521,Ulises,2011,M
1522,Ian,2011,M
1523,Travis,2011,M
1524,Uriel,2011,M
1525,Xander,2011,M
1526,Joseph,2011,M
1527,Xander,2011,M
1528,Domingo,2011,M
1529,Braydon,2011,M
1530,Hayden,2011,M
1531,Ian,2011,M
1532,Van,2011,M
1533,Yordy,2011,M
1534,Yordy,2011,M
1535,Oliver,2011,M
1536,Uriel,2011,M
1537,Nathan,2011,M
1538,Aidon,2011,M
1539,Ulises,2011,M
1540,Justin,2011,M
1541,Uriel,2011,M
1542,Ethan,2011,M
1543,Joseph,2011,M
1544,Xander,2011,M
1545,Nicholas,2011,M
1546,William,2011,M
1547,Ian,2011,M
1548,Zachariah,2011,M
1549,Ryan,2011,M
1550,Quentin,2011,M
1551,Forrest,2011,M
1552,Van,2011,M
1553,Van,2011,M
1554,Nicholas,2011,M
1555,Quentin,2011,M
1556,Kai,2011,M
1557,Vincent,2011,M
1558,Peter,2011,M
1559,Tanner,2011,M
1560,Frank,2011,M
1561,Spancer,2011,M
1562,Spancer,2011,M
1563,Braydon,2011,M
1564,Joseph,2011,M
1565,David,2012,M
1566,Nicholas,2012,M
1567,Aidon,2012,M
1568,Zane,2012,M
1569,Spancer,2012,M
1570,Wesley,2012,M
1571,Quentin,2012,M
1572,Frank,2012,M
1573,Quentin,2012,M
1574,Justin,2012,M
1575,Xander,2012,M
1576,Roy,2012,M
1577,Ulises,2012,M
1578,Quentin,2012,M
1579,Gavin,2012,M
1580,Nicholas,2012,M
1581,Peter,2012,M
1582,Quincy,2012,M
1583,Nathan,2012,M
1584,Braydon,2012,M
1585,William,2012,M
1586,Kyler,2012,M
1587,Spancer,2012,M
1588,Ian,2012,M
1589,Oliver,2012,M
1590,Quentin,2012,M
1591,Owen,2012,M
1592,Cooper,2012,M
1593,Aidon,2012,M
1594,Quentin,2012,M
1595,Spancer,2012,M
1596,Justin,2012,M
1597,Nicholas,2012,M
1598,Forrest,2012,M
1599,Nicholas,2012,M
1600,Quentin,2012,M
1601,Frank,2012,M
1602,Nicholas,2012,M
1603,George,2012,M
1604,Van,2012,M
1605,Patrick,2012,M
1606,Uriel,2012,M
1607,Samuel,2012,M
1608,Nicholas,2012,M
1609,Patrick,2012,M
1610,Zachariah,2012,M
1611,Chris,2012,M
1612,Oliver,2012,M
1613,William,2012,M
1614,Eric,2012,M
1615,Van,2012,M
1616,Hayden,2012,M
1617,Patrick,2012,M
1618,Landon,2012,M
1619,Vincent,2012,M
1620,David,2012,M
1621,Ryan,2012,M
1622,Nathan,2012,M
1623,Owen,2012,M
1624,Domingo,2012,M
1625,Roy,2012,M
1626,Landon,2012,M
1627,Hayden,2012,M
1628,Henry,2012,M
1629,Wesley,2012,M
1630,Landon,2012,M
1631,Nathan,2012,M
1632,Nathan,2012,M
1633,Patrick,2012,M
1634,Xzavier,2012,M
1635,William,2012,M
1636,Roy,2012,M
1637,Uriel,2012,M
1638,Kai,2012,M
1639,Zane,2012,M
1640,Kai,2012,M
1641,Kyler,2012,M
1642,Joseph,2012,M
1643,Zachariah,2012,M
1644,Vincent,2012,M
1645,Austin,2012,M
1646,Xander,2012,M
1647,Yahir,2012,M
1648,Peter,2012,M
1649,Domingo,2012,M
1650,Patrick,2012,M
1651,Tanner,2012,M
1652,Austin,2012,M
1653,Spancer,2012,M
1654,Frank,2012,M
1655,Lucas,2012,M
1656,Landon,2012,M
1657,Ulises,2012,M
1658,Kai,2012,M
1659,Ulises,2012,M
1660,Oliver,2012,M
1661,Quincy,2012,M
1662,Tanner,2012,M
1663,Mark,2012,M
1664,Zane,2012,M
1665,Xander,2012,M
1666,Vincent,2012,M
1667,Van,2012,M
1668,Cooper,2012,M
1669,Spancer,2012,M
1670,Ryan,2012,M
1671,Ethan,2012,M
1672,Chris,2012,M
1673,Zachariah,2012,M
1674,Hayden,2012,M
1675,Landon,2012,M
1676,Frank,2012,M
1677,Domingo,2012,M
1678,Samuel,2012,M
1679,Chris,2012,M
1680,Uriel,2012,M
1681,Patrick,2012,M
1682,Kai,2012,M
1683,George,2012,M
1684,Domingo,2012,M
1685,Ulises,2012,M
1686,Forrest,2012,M
1687,Lucas,2012,M
1688,Xzavier,2012,M
1689,Samuel,2012,M
1690,Mason,2012,M
1691,Brian,2012,M
1692,Lucas,2012,M
1693,Cooper,2012,M
1694,Xander,2012,M
1695,Gavin,2012,M
1696,William,2012,M
1697,Cooper,2012,M
1698,Nathan,2012,M
1699,Domingo,2012,M
1700,Spancer,2012,M
1701,Wesley,2012,M
1702,Landon,2012,M
1703,Quentin,2012,M
1704,Chris,2012,M
1705,Landon,2012,M
1706,Xzavier,2012,M
1707,Kyler,2012,M
1708,Owen,2012,M
1709,Mark,2012,M
1710,Kyler,2012,M
1711,Xzavier,2012,M
1712,Spancer,2012,M
1713,Brian,2012,M
1714,Domingo,2012,M
1715,Roy,2012,M
1716,David,2012,M
1717,Oliver,2012,M
1718,Hayden,2012,M
1719,Zachariah,2012,M
1720,Roy,2012,M
1721,Oliver,2012,M
1722,Aidon,2012,M
1723,Van,2012,M
1724,Austin,2012,M
1725,Xzavier,2012,M
1726,Patrick,2012,M
1727,Nathan,2012,M
1728,Henry,2012,M
1729,Owen,2012,M
1730,Henry,2012,M
1731,Uriel,2012,M
1732,Joseph,2012,M
1733,Landon,2012,M
1734,Hayden,2012,M
1735,Yahir,2012,M
1736,Hayden,2012,M
1737,Forrest,2012,M
1738,Ryan,2012,M
1739,Eric,2012,M
1740,Tanner,2012,M
1741,Kai,2012,M
1742,Kyler,2012,M
1743,Quincy,2012,M
1744,Nicholas,2012,M
1745,Henry,2012,M
1746,Uriel,2012,M
1747,Mason,2012,M
1748,Chris,2012,M
1749,Nicholas,2012,M
1750,Wesley,2012,M
1751,Zachariah,2012,M
1752,Van,2012,M
1753,Hayden,2012,M
1754,Oliver,2012,M
1755,Quincy,2012,M
1756,Van,2012,M
1757,Zane,2012,M
1758,Patrick,2012,M
1759,Isaac,2012,M
1760,David,2012,M
1761,Nicholas,2012,M
1762,Ulises,2012,M
1763,George,2012,M
1764,Kyler,2012,M
1765,Austin,2012,M
1766,Landon,2012,M
1767,Kai,2012,M
1768,Brian,2012,M
1769,Chris,2012,M
1770,Spancer,2012,M
1771,Yordy,2012,M
1772,Mark,2012,M
1773,Yahir,2012,M
1774,Vincent,2012,M
1775,Yordy,2012,M
1776,Van,2012,M
1777,Aidon,2012,M
1778,Xzavier,2012,M
1779,Eric,2012,M
1780,Joseph,2012,M
1781,Henry,2012,M
1782,Nathan,2012,M
1783,Oliver,2012,M
1784,Brian,2012,M
1785,Ryan,2012,M
1786,Samuel,2012,M
1787,Quincy,2012,M
1788,Austin,2012,M
1789,Yahir,2012,M
1790,Austin,2012,M
1791,Gavin,2012,M
1792,Justin,2012,M
1793,George,2012,M
1794,Lucas,2012,M
1795,Quentin,2012,M
1796,Braydon,2012,M
1797,David,2012,M
1798,Patrick,2012,M
1799,Wesley,2012,M
1800,Hayden,2012,M
1801,Braydon,2012,M
1802,Yahir,2012,M
1803,Yordy,2012,M
1804,Landon,2012,M
1805,Lailah,2006,F
1806,Ximena,2006,F
1807,Izumi,2006,F
1808,Hope,2006,F
1809,Selina,2006,F
1810,Hope,2006,F
1811,Filit,2006,F
1812,Nicole,2006,F
1813,Olivia,2006,F
1814,Lailah,2006,F
1815,Kelly,2006,F
1816,Quetzalli,2006,F
1817,Lailah,2006,F
1818,Izumi,2006,F
1819,Hope,2006,F
1820,Patricia,2006,F
1821,Xochitl,2006,F
1822,Jocelyn,2006,F
1823,Diana,2006,F
1824,Ximena,2006,F
1825,Brenna,2006,F
1826,Helen,2006,F
1827,Lily,2006,F
1828,Unique,2006,F
1829,Vivienne,2006,F
1830,Quetzalli,2006,F
1831,Yocelin,2006,F
1832,Emily,2006,F
1833,Tiana,2006,F
1834,Vivian,2006,F
1835,Tiana,2006,F
1836,Filit,2006,F
1837,Emily,2006,F
1838,Hope,2006,F
1839,Peyton,2006,F
1840,Diana,2006,F
1841,Rayna,2006,F
1842,Helen,2006,F
1843,Noriko,2006,F
1844,Cathy,2006,F
1845,Tiana,2006,F
1846,Gracie,2006,F
1847,Quinn,2006,F
1848,Selina,2006,F
1849,Chelsea,2006,F
1850,Quinn,2006,F
1851,Odalys,2006,F
1852,Jocelyn,2006,F
1853,Quinn,2006,F
1854,Noriko,2006,F
1855,Irene,2006,F
1856,Noriko,2006,F
1857,Helen,2006,F
1858,Emily,2006,F
1859,Olivia,2006,F
1860,Vivienne,2006,F
1861,Vivienne,2006,F
1862,Diana,2006,F
1863,Briana,2006,F
1864,Unique,2006,F
1865,Quinn,2006,F
1866,Abby,2006,F
1867,Frezen,2006,F
1868,Emily,2006,F
1869,Xochitl,2006,F
1870,Unique,2006,F
1871,Patricia,2006,F
1872,Maria,2006,F
1873,Frezen,2006,F
1874,Una,2006,F
1875,Noriko,2006,F
1876,Kira,2006,F
1877,Ximena,2006,F
1878,Rose,2006,F
1879,Unique,2006,F
1880,Unique,2006,F
1881,Odalys,2006,F
1882,Rose,2006,F
1883,Vivienne,2006,F
1884,Erica,2006,F
1885,Delaney,2006,F
1886,Vivian,2006,F
1887,Briana,2006,F
1888,Patricia,2006,F
1889,Xochitl,2006,F
1890,Yocelin,2006,F
1891,Xochitl,2006,F
1892,Lailah,2006,F
1893,Unique,2006,F
1894,Spring,2006,F
1895,Delaney,2006,F
1896,Hope,2006,F
1897,Brenna,2006,F
1898,Maria,2006,F
1899,Irene,2006,F
1900,Delaney,2006,F
1901,Rose,2006,F
1902,Brenna,2006,F
1903,Frezen,2006,F
1904,Unique,2006,F
1905,Lailah,2006,F
1906,Brenna,2006,F
1907,Erica,2006,F
1908,Zaria,2006,F
1909,Erica,2006,F
1910,Olivia,2006,F
1911,Chelsea,2006,F
1912,Brenna,2006,F
1913,Kira,2006,F
1914,Gracie,2006,F
1915,Izumi,2006,F
1916,Gabriella,2006,F
1917,Kira,2006,F
1918,Helen,2006,F
1919,Rayna,2006,F
1920,Quetzalli,2006,F
1921,Rose,2006,F
1922,Odalys,2006,F
1923,Peyton,2006,F
1924,Vivian,2006,F
1925,Emily,2006,F
1926,Quinn,2006,F
1927,Vivienne,2006,F
1928,Vivienne,2006,F
1929,Tiana,2006,F
1930,Odalys,2006,F
1931,Jocelyn,2006,F
1932,Abby,2006,F
1933,Mia,2006,F
1934,Ximena,2006,F
1935,Unique,2006,F
1936,Frezen,2006,F
1937,Brenna,2006,F
1938,Cathy,2006,F
1939,Vivian,2006,F
1940,Taylor,2006,F
1941,Mia,2006,F
1942,Julie,2006,F
1943,Brenna,2006,F
1944,Una,2006,F
1945,Jocelyn,2006,F
1946,Xochitl,2006,F
1947,Julie,2006,F
1948,Unique,2006,F
1949,Spring,2006,F
1950,Vivienne,2006,F
1951,Yazmin,2006,F
1952,Una,2006,F
1953,Winter,2006,F
1954,Quinn,2006,F
1955,Rose,2006,F
1956,Brenna,2006,F
1957,Erica,2006,F
1958,Kelly,2006,F
1959,Una,2006,F
1960,Jocelyn,2006,F
1961,Hope,2006,F
1962,Rayna,2006,F
1963,Brenna,2006,F
1964,Noriko,2006,F
1965,Maria,2006,F
1966,Ximena,2006,F
1967,Selina,2006,F
1968,Irene,2006,F
1969,Abby,2006,F
1970,Julie,2006,F
1971,Diana,2006,F
1972,Jocelyn,2006,F
1973,Hope,2006,F
1974,Quetzalli,2006,F
1975,Kira,2006,F
1976,Jocelyn,2006,F
1977,Quetzalli,2006,F
1978,Nicole,2006,F
1979,Taylor,2006,F
1980,Kira,2006,F
1981,Rayna,2006,F
1982,Irene,2006,F
1983,Helen,2006,F
1984,Selina,2006,F
1985,Lailah,2006,F
1986,Maria,2006,F
1987,Abby,2006,F
1988,Kelly,2006,F
1989,Tiana,2006,F
1990,Tiana,2006,F
1991,Chelsea,2006,F
1992,Chelsea,2006,F
1993,Winter,2006,F
1994,Quetzalli,2006,F
1995,Amber,2006,F
1996,Julie,2006,F
1997,Izumi,2006,F
1998,Hope,2006,F
1999,Diana,2006,F
2000,Chelsea,2006,F
2001,Julie,2006,F
2002,Briana,2006,F
2003,Delaney,2006,F
2004,Chelsea,2006,F
2005,Delaney,2006,F
2006,Olivia,2006,F
2007,Delaney,2006,F
2008,Vivienne,2006,F
2009,Chelsea,2006,F
2010,Patricia,2006,F
2011,Winter,2006,F
2012,Helen,2006,F
2013,Maria,2006,F
2014,Willow,2006,F
2015,Zoe,2006,F
2016,Zoe,2006,F
2017,Nicole,2006,F
2018,Jocelyn,2006,F
2019,Yazmin,2006,F
2020,Quinn,2006,F
2021,Yocelin,2007,F
2022,Vivienne,2007,F
2023,Xochitl,2007,F
2024,Kira,2007,F
2025,Yazmin,2007,F
2026,Quinn,2007,F
2027,Chelsea,2007,F
2028,Helen,2007,F
2029,Noriko,2007,F
2030,Mia,2007,F
2031,Rayna,2007,F
2032,Briana,2007,F
2033,Odalys,2007,F
2034,Willow,2007,F
2035,Frezen,2007,F
2036,Irene,2007,F
2037,Briana,2007,F
2038,Kira,2007,F
2039,Gabriella,2007,F
2040,Helen,2007,F
2041,Rayna,2007,F
2042,Quetzalli,2007,F
2043,Erica,2007,F
2044,Abby,2007,F
2045,Abby,2007,F
2046,Zoe,2007,F
2047,Patricia,2007,F
2048,Peyton,2007,F
2049,Yazmin,2007,F
2050,Izumi,2007,F
2051,Jocelyn,2007,F
2052,Lily,2007,F
2053,Julie,2007,F
2054,Izumi,2007,F
2055,Helen,2007,F
2056,Lily,2007,F
2057,Frezen,2007,F
2058,Chelsea,2007,F
2059,Julie,2007,F
2060,Vivienne,2007,F
2061,Gabriella,2007,F
2062,Unique,2007,F
2063,Mia,2007,F
2064,Xochitl,2007,F
2065,Rayna,2007,F
2066,Vivian,2007,F
2067,Yocelin,2007,F
2068,Cathy,2007,F
2069,Brenna,2007,F
2070,Briana,2007,F
2071,Willow,2007,F
2072,Lily,2007,F
2073,Chelsea,2007,F
2074,Helen,2007,F
2075,Spring,2007,F
2076,Kelly,2007,F
2077,Julie,2007,F
2078,Gabriella,2007,F
2079,Kelly,2007,F
2080,Patricia,2007,F
2081,Spring,2007,F
2082,Brenna,2007,F
2083,Frezen,2007,F
2084,Patricia,2007,F
2085,Gracie,2007,F
2086,Patricia,2007,F
2087,Abby,2007,F
2088,Spring,2007,F
2089,Nicole,2007,F
2090,Brenna,2007,F
2091,Una,2007,F
2092,Zaria,2007,F
2093,Taylor,2007,F
2094,Patricia,2007,F
2095,Gracie,2007,F
2096,Rose,2007,F
2097,Mia,2007,F
2098,Xochitl,2007,F
2099,Olivia,2007,F
2100,Diana,2007,F
2101,Odalys,2007,F
2102,Brenna,2007,F
2103,Abby,2007,F
2104,Gracie,2007,F
2105,Diana,2007,F
